BUURTCODE,BUURTNAAM,WIJKNAAM,STADSDEELNAAM,population,area_km2,OAD,pop_density,parking_count,parking_capacity,accident_count,injury_count,fatal_count,property_damage_only_count,lane_length_m,parking_capacity_per_1000_residents,accident_rate_per_1000_residents,lane_density_m_per_km2
522,Achtse Barrier-Gunterslaer,Wijk Achtse Molen,Stadsdeel Woensel-Noord,3773.0,1.0153866919860075,3715.8257339579095,3715.8257339579095,0,0.0,36,9,0,27,8945.836513470553,0.0,9.541478929234032,8810.275517766811
524,Achtse Barrier-Hoeven,Wijk Achtse Molen,Stadsdeel Woensel-Noord,3886.0,0.7442094120289048,5221.648553739427,5221.648553739427,0,0.0,14,1,0,13,6662.592342765321,0.0,3.602676273803397,8952.577372814183
523,Achtse Barrier-Spaaihoef,Wijk Achtse Molen,Stadsdeel Woensel-Noord,4524.0,1.0159419413707054,4453.01036976211,4453.01036976211,0,0.0,18,4,0,14,6086.678251417806,0.0,3.9787798408488064,5991.16741179686
423,Barrier,Wijk Erp,Stadsdeel Woensel-Zuid,2040.0,0.2574742416122477,7923.1226674403,7923.1226674403,0,0.0,30,3,0,27,1364.7579562908656,0.0,14.705882352941176,5300.561126989046
631,BeA2,Wijk Meerhoven,Stadsdeel Strijp,23.0,2.6201864277760354,8.778001349897062,8.778001349897062,0,0.0,2,1,0,1,7059.812415895321,0.0,86.95652173913044,2694.393170293442
724,Bennekel-Oost,Wijk Oud-Gestel,Stadsdeel Gestel,3305.0,0.5885135674183387,5615.8433432524,5615.8433432524,0,0.0,16,3,0,13,4577.513187911793,0.0,4.841149773071104,7778.0928789665695
725,"Bennekel-West, Gagelbosch",Wijk Oud-Gestel,Stadsdeel Gestel,3374.0,0.6126733292671769,5507.013017909016,5507.013017909016,0,0.0,6,0,0,6,4221.562600034713,0.0,1.7783046828689981,6890.397212302607
112,Bergen,Wijk Centrum,Stadsdeel Centrum,2800.0,0.3461275735877155,8089.502870219685,8089.502870219685,0,0.0,26,7,0,19,4764.830724318627,0.0,9.285714285714286,13766.111364459457
111,Binnenstad,Wijk Centrum,Stadsdeel Centrum,4003.0,0.6657194976891186,6013.04305175893,6013.04305175893,5,7300.0,89,18,0,71,5043.4254510443725,1823.632275793155,22.233325006245316,7575.90166511779
722,Blaarthem,Wijk Oud-Gestel,Stadsdeel Gestel,2508.0,0.3619281303336519,6929.552554226557,6929.552554226557,0,0.0,17,2,0,15,2922.5733948598927,0.0,6.778309409888357,8075.010340217684
534,Blixembosch-Oost,Wijk Aanschot,Stadsdeel Woensel-Noord,7682.0,1.6578986404516822,4633.57639156221,4633.57639156221,0,0.0,21,3,0,18,13895.592042358785,0.0,2.733663108565478,8381.44848141804
533,Blixembosch-West,Wijk Aanschot,Stadsdeel Woensel-Noord,1996.0,0.7316578004400767,2728.0512813496257,2728.0512813496257,0,0.0,5,3,0,2,3256.6568842524493,0.0,2.50501002004008,4451.065624248985
216,Bloemenplein,Wijk Oud-Stratum,Stadsdeel Stratum,1235.0,0.1335345726800962,9248.541222044743,9248.541222044743,0,0.0,15,3,0,12,1358.218417327356,0.0,12.145748987854251,10171.286656835975
546,Bokt,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,127.0,1.394575787744471,91.06711956142917,91.06711956142917,0,0.0,3,0,0,3,1740.1692130821393,0.0,23.62204724409449,1247.8125809832227
639,Bosrijk,Wijk Meerhoven,Stadsdeel Strijp,725.0,0.3412284228533814,2124.676467269308,2124.676467269308,0,0.0,2,0,0,2,1625.967648873982,0.0,2.758620689655172,4765.041655315524
232,Burghplan,Wijk Putten,Stadsdeel Stratum,2976.0,0.5046215248500672,5897.489214088177,5897.489214088177,0,0.0,18,2,0,16,1568.0735941793778,0.0,6.048387096774193,3107.4251036859414
535,Castiliëlaan,Wijk Aanschot,Stadsdeel Woensel-Noord,823.0,0.7967284919265085,1032.9742294140458,1032.9742294140458,0,0.0,0,0,0,0,2445.222522277716,0.0,0.0,3069.0787979291536
322,Doornakkers-Oost,Wijk Doornakkers,Stadsdeel Tongelre,2929.0,0.5120111407639912,5720.578649186282,5720.578649186282,0,0.0,6,2,0,4,1768.366762551893,0.0,2.0484807101399793,3453.7661815585616
321,Doornakkers-West,Wijk Doornakkers,Stadsdeel Tongelre,3483.0,0.7104901129689892,4902.249780007878,4902.249780007878,0,0.0,38,7,1,30,4373.912823397827,0.0,10.910134941142694,6156.190977971759
624,Drents Dorp,Wijk Halve Maan,Stadsdeel Strijp,2663.0,0.44621648809589,5967.955176563831,5967.955176563831,0,0.0,10,2,0,8,4279.483060712439,0.0,3.755163349605708,9590.598229514093
511,Driehoeksbos,Wijk Ontginning,Stadsdeel Woensel-Noord,942.0,0.773801899018678,1217.365841560518,1217.365841560518,0,0.0,22,8,0,14,8429.206565635752,0.0,23.354564755838638,10893.235822147146
541,Eckart,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,4355.0,0.6790304179861312,6413.556572201966,6413.556572201966,0,0.0,20,3,0,17,6000.93524497792,0.0,4.5924225028702645,8837.50578181092
436,Eckartdal,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,333.0,0.3700825318533553,899.7992916130145,899.7992916130145,0,0.0,3,0,0,3,988.9734679486855,0.0,9.00900900900901,2672.3051828357166
225,Eikenburg,Wijk Kortonjo,Stadsdeel Stratum,1506.0,0.7809532082247326,1928.4125913554387,1928.4125913554387,0,0.0,11,5,0,6,1914.2567442319062,0.0,7.304116865869854,2451.1798198299307
611,"Eliasterrein, Vonderkwartier",Wijk Oud-Strijp,Stadsdeel Strijp,3329.0,0.3039104935781733,10953.883035775132,10953.883035775132,0,0.0,21,3,0,18,5443.844527797726,0.0,6.308200660859116,17912.657321249866
213,Elzent-Noord,Wijk Oud-Stratum,Stadsdeel Stratum,1167.0,0.2119754755611547,5505.353847706412,5505.353847706412,0,0.0,9,5,0,4,1575.9962584762554,0.0,7.712082262210797,7434.804683438873
218,Elzent-Zuid,Wijk Oud-Stratum,Stadsdeel Stratum,268.0,0.1383558021665683,1937.0347741351047,1937.0347741351047,0,0.0,3,2,0,1,341.73061641549657,0.0,11.194029850746269,2469.9406245650816
613,Engelsbergen,Wijk Oud-Strijp,Stadsdeel Strijp,632.0,0.3301724463990848,1914.151247000458,1914.151247000458,0,0.0,11,2,0,9,2333.0640848436074,0.0,17.40506329113924,7066.19861920154
545,Esp,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,17.0,0.9323446420221538,18.233600788576265,18.233600788576265,0,0.0,7,2,0,5,3227.154953182658,0.0,411.7647058823529,3461.332652894654
114,Fellenoord,Wijk Centrum,Stadsdeel Centrum,194.0,0.2214637263982045,875.9899562566593,875.9899562566593,1,200.0,35,7,0,28,3176.165817543532,1030.9278350515463,180.41237113402062,14341.697709143587
637,Flight Forum,Wijk Meerhoven,Stadsdeel Strijp,63.0,1.3814911541635415,45.602897861582704,45.602897861582704,0,0.0,14,5,0,9,11512.189275142979,0.0,222.2222222222222,8333.161772659574
731,Genderbeemd,Wijk Gestelse Ontginning,Stadsdeel Gestel,3565.0,0.998801839685172,3569.2765655334674,3569.2765655334674,0,0.0,37,2,0,35,6308.233874455196,0.0,10.378681626928472,6315.801216829544
721,Genderdal,Wijk Oud-Gestel,Stadsdeel Gestel,2925.0,0.5974657346625337,4895.678246137624,4895.678246137624,0,0.0,21,5,0,16,6763.023649458211,0.0,7.17948717948718,11319.517182484393
431,Generalenbuurt,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,5522.0,0.8178557535608885,6751.801862318125,6751.801862318125,0,0.0,18,7,0,11,10503.76185519064,0.0,3.2596885186526623,12843.049412390845
726,Gennep,Wijk Oud-Gestel,Stadsdeel Gestel,42.0,1.721451351924124,24.39801737821704,24.39801737821704,0,0.0,10,0,0,10,4756.936396592396,0.0,238.09523809523807,2763.3289731222485
223,Genneperzijde,Wijk Kortonjo,Stadsdeel Stratum,1346.0,0.3052469511205511,4409.544452643606,4409.544452643606,0,0.0,15,4,0,11,2070.5825936586753,0.0,11.144130757800891,6783.303112635974
222,Gerardusplein,Wijk Kortonjo,Stadsdeel Stratum,3368.0,0.4585699452200481,7344.572044257809,7344.572044257809,0,0.0,10,4,0,6,2075.5588646691735,0.0,2.969121140142518,4526.155467238921
235,Gijzenrooi,Wijk Putten,Stadsdeel Stratum,1706.0,0.590460435869591,2889.2706375618823,2889.2706375618823,0,0.0,1,0,0,1,2830.075474481342,0.0,0.5861664712778428,4792.997638043936
413,Gildebuurt,Wijk Oud-Woensel,Stadsdeel Woensel-Zuid,1677.0,0.2101610001674164,7979.596588634829,7979.596588634829,0,0.0,37,5,0,32,3533.4553731787787,0.0,22.06320810971974,16813.087920042217
633,Grasrijk,Wijk Meerhoven,Stadsdeel Strijp,6111.0,1.2805805388962543,4772.054403752797,4772.054403752797,0,0.0,22,3,0,19,8989.917116233424,0.0,3.6000654557355585,7020.188768433048
713,Hagenkamp,Wijk Rozenknopje,Stadsdeel Gestel,1226.0,0.2729917123797548,4490.978826106373,4490.978826106373,0,0.0,10,2,0,8,2454.0589930027363,0.0,8.156606851549755,8989.499980090717
732,Hanevoet,Wijk Gestelse Ontginning,Stadsdeel Gestel,3669.0,0.7336514441359269,5001.012441706893,5001.012441706893,0,0.0,24,5,0,19,4522.34772183782,0.0,6.541291905151268,6164.163865531688
544,Heesterakker,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,2663.0,0.5195141235154096,5125.943414165931,5125.943414165931,0,0.0,7,3,0,4,10163.873294055851,0.0,2.6286143447239954,19564.190527255945
412,Hemelrijken,Wijk Oud-Woensel,Stadsdeel Woensel-Zuid,4102.0,0.3689274172719545,11118.718230085387,11118.718230085387,0,0.0,37,10,0,27,2000.1917703294903,0.0,9.019990248659191,5421.640346277249
622,Het Ven,Wijk Halve Maan,Stadsdeel Strijp,3909.0,0.8808806957926104,4437.604341508141,4437.604341508141,0,0.0,30,9,0,21,10238.537856577235,0.0,7.674597083653108,11623.069849844615
433,Hondsheuvels,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,403.0,0.4164562677913428,967.6886414443763,967.6886414443763,0,0.0,14,3,0,11,3642.532348488119,0.0,34.7394540942928,8746.49424249544
621,Hurk,Wijk Halve Maan,Stadsdeel Strijp,53.0,2.077474518260159,25.511744925943248,25.511744925943248,0,0.0,39,7,1,31,6637.0774554345,0.0,735.8490566037735,3194.781643335348
211,Irisbuurt,Wijk Oud-Stratum,Stadsdeel Stratum,2905.0,0.5384863179305281,5394.751738845078,5394.751738845078,0,0.0,38,7,0,31,5462.327146342767,0.0,13.080895008605852,10143.855033002863
513,Jagershoef,Wijk Ontginning,Stadsdeel Woensel-Noord,3588.0,0.5465800692268692,6564.454509062472,6564.454509062472,0,0.0,8,0,0,8,6191.258381153301,0.0,2.229654403567447,11327.267000259926
215,Joriskwartier,Wijk Oud-Stratum,Stadsdeel Stratum,1342.0,0.1489672317813169,9008.692609459566,9008.692609459566,0,0.0,7,2,1,4,1400.583903480149,0.0,5.216095380029807,9401.959657384241
520,Kapelbeemd,Wijk Achtse Molen,Stadsdeel Woensel-Noord,107.0,0.8324472135124051,128.53667867843188,128.53667867843188,0,0.0,2,0,0,2,1218.8555805903263,0.0,18.69158878504673,1464.1836272687133
336,Karpen,Wijk Oud-Tongelre,Stadsdeel Tongelre,454.0,0.92806961385547,489.1874415691217,489.1874415691217,0,0.0,5,2,0,3,6066.0767508958315,0.0,11.013215859030838,6536.230321878109
521,Kerkdorp Acht,Wijk Achtse Molen,Stadsdeel Woensel-Noord,3512.0,1.3622966777998344,2577.999386794384,2577.999386794384,0,0.0,7,2,0,5,8954.09466031355,0.0,1.9931662870159454,6572.793434962188
221,Kerstroosplein,Wijk Kortonjo,Stadsdeel Stratum,1881.0,0.2089214539219683,9003.38363863076,9003.38363863076,0,0.0,10,1,0,9,2459.657702079057,0.0,5.31632110579479,11773.121696720213
337,Koudenhoven,Wijk Oud-Tongelre,Stadsdeel Tongelre,533.0,1.7555656746633528,303.6058449378193,303.6058449378193,0,0.0,2,0,0,2,3870.1824584073333,0.0,3.75234521575985,2204.5216047810227
422,Kronehoef,Wijk Erp,Stadsdeel Woensel-Zuid,4674.0,0.6672537798477581,7004.831057032646,7004.831057032646,0,0.0,21,3,0,18,5311.195658617104,0.0,4.492939666238768,7959.7835471668905
237,Kruidenbuurt,Wijk Putten,Stadsdeel Stratum,3355.0,0.2866347065677653,11704.793324484664,11704.793324484664,0,0.0,5,1,0,4,2109.493609581021,0.0,1.4903129657228018,7359.519141420862
312,Lakerlopen,Wijk De Laak,Stadsdeel Tongelre,3225.0,0.4929590637078048,6542.125375975595,6542.125375975595,0,0.0,16,2,0,14,3933.4063595428056,0.0,4.961240310077519,7979.174436833729
623,Lievendaal,Wijk Halve Maan,Stadsdeel Strijp,3174.0,0.8869539097498113,3578.539950170929,3578.539950170929,0,0.0,4,2,0,2,5031.253531551094,0.0,1.260239445494644,5672.508431661677
411,Limbeek-Noord,Wijk Oud-Woensel,Stadsdeel Woensel-Zuid,2862.0,0.3057089452553818,9361.845783116209,9361.845783116209,0,0.0,12,2,0,10,2377.4164788839016,0.0,4.1928721174004195,7776.73180906717
410,Limbeek-Zuid,Wijk Oud-Woensel,Stadsdeel Woensel-Zuid,1583.0,0.1816033615817323,8716.79899651833,8716.79899651833,0,0.0,5,2,0,3,1432.8120750106211,0.0,3.158559696778269,7889.788286577342
217,Looiakkers,Wijk Oud-Stratum,Stadsdeel Stratum,685.0,0.2277294667770609,3007.955051642881,3007.955051642881,0,0.0,10,0,0,10,1691.4489182362754,0.0,14.598540145985401,7427.448639714878
542,Luytelaer,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,1008.0,0.616941110706757,1633.8674510525857,1633.8674510525857,0,0.0,11,2,0,9,3563.234377013559,0.0,10.912698412698411,5775.647489160805
632,Meerbos,Wijk Meerhoven,Stadsdeel Strijp,47.0,1.2332027853896217,38.11214226632702,38.11214226632702,0,0.0,2,1,0,1,5597.158842341265,0.0,42.5531914893617,4538.717320990223
640,Meerrijk,Wijk Meerhoven,Stadsdeel Strijp,1297.0,0.653046107801416,1986.0772225816604,1986.0772225816604,0,0.0,3,0,0,3,3840.9498849894017,0.0,2.3130300693909023,5881.590655092597
424,Mensfort,Wijk Erp,Stadsdeel Woensel-Zuid,3239.0,0.4591359830691708,7054.554901901536,7054.554901901536,0,0.0,19,3,0,16,3389.6796034348545,0.0,5.866008027168879,7382.735678384382
628,Mispelhoef,Wijk Halve Maan,Stadsdeel Strijp,23.0,2.9619388646642,7.7651839051740685,7.7651839051740685,0,0.0,26,10,0,16,11435.1629889665,0.0,1130.4347826086955,3860.701895433255
333,"Muschberg, Geestenberg",Wijk Oud-Tongelre,Stadsdeel Tongelre,4009.0,0.7722910722388352,5191.047966381509,5191.047966381509,0,0.0,8,1,0,7,4361.391584779463,0.0,1.995510102269893,5647.341710342444
236,Nieuwe Erven,Wijk Putten,Stadsdeel Stratum,1170.0,0.1511460797782655,7740.855745093847,7740.855745093847,0,0.0,7,1,0,6,1173.916557210491,0.0,5.982905982905983,7766.768142003097
733,Ooievaarsnest,Wijk Gestelse Ontginning,Stadsdeel Gestel,880.0,0.8385946030388786,1049.3747477160923,1049.3747477160923,0,0.0,3,2,0,1,1236.1144245953287,0.0,3.4090909090909087,1474.0309800658479
435,Oude Gracht-Oost,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,1332.0,0.5994530922402714,2222.025404893751,2222.025404893751,0,0.0,10,2,0,8,4448.31130661417,0.0,7.5075075075075075,7420.616165294894
434,Oude Gracht-West,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,2900.0,0.5131290358582005,5651.5998849096395,5651.5998849096395,0,0.0,17,4,0,13,7126.8242450242,0.0,5.862068965517241,13888.951407913792
712,Oude Spoorbaan,Wijk Rozenknopje,Stadsdeel Gestel,2174.0,0.2663388034659814,8162.53573159,8162.53573159,0,0.0,16,1,0,15,4047.476502644177,0.0,7.359705611775529,15196.721055935615
432,Oude Toren,Wijk Begijnenbroek,Stadsdeel Woensel-Zuid,1707.0,0.2617262439536484,6522.081905941037,6522.081905941037,0,0.0,12,2,0,10,4558.825745054213,0.0,7.0298769771529,17418.29812780097
636,Park Forum,Wijk Meerhoven,Stadsdeel Strijp,24.0,0.9817882170337372,24.44519050402831,24.44519050402831,0,0.0,4,3,0,1,2933.5328134641572,0.0,166.66666666666666,2987.948686456228
612,Philipsdorp,Wijk Oud-Strijp,Stadsdeel Strijp,3667.0,0.4216834212194452,8696.097156002923,8696.097156002923,0,0.0,24,2,0,22,4690.4490549633665,0.0,6.54485955822198,11123.152628100226
512,Prinsejagt,Wijk Ontginning,Stadsdeel Woensel-Noord,4699.0,0.9539793402275764,4925.683190245011,4925.683190245011,0,0.0,22,5,0,17,6091.550665538366,0.0,4.681847201532241,6385.41151644353
230,Puttense Dreef,Wijk Putten,Stadsdeel Stratum,1270.0,0.3835996937118094,3310.7429980226334,3310.7429980226334,0,0.0,10,5,0,5,1184.0816194189167,0.0,7.874015748031496,3086.763724864945
723,Rapelenburg,Wijk Oud-Gestel,Stadsdeel Gestel,1256.0,0.2267157741548855,5539.97623095223,5539.97623095223,0,0.0,7,3,0,4,1919.27700847303,0.0,5.5732484076433115,8465.564496459945
425,Rapenland,Wijk Erp,Stadsdeel Woensel-Zuid,2376.0,0.5273019816050971,4505.956895453914,4505.956895453914,0,0.0,38,4,0,34,6550.981931495389,0.0,15.993265993265993,12423.586787127797
240,Riel,Wijk Putten,Stadsdeel Stratum,114.0,1.2839545871349216,88.78818701398554,88.78818701398554,0,0.0,1,0,0,1,1944.8687484342527,0.0,8.771929824561402,1514.7488609968107
212,Rochusbuurt,Wijk Oud-Stratum,Stadsdeel Stratum,1839.0,0.1466257077405068,12542.13894915753,12542.13894915753,0,0.0,5,1,0,4,1119.0046337814513,0.0,2.7188689505165855,7631.7083206297475
224,Roosten,Wijk Kortonjo,Stadsdeel Stratum,798.0,0.8991045587370442,887.5497207142805,887.5497207142805,0,0.0,7,2,0,5,2758.23045387994,0.0,8.771929824561402,3067.7527180535885
615,Schoot,Wijk Oud-Strijp,Stadsdeel Strijp,3584.0,0.3871647101233412,9257.04204512396,9257.04204512396,0,0.0,21,2,0,19,3093.264975840068,0.0,5.859375,7989.532348789304
614,Schouwbroek,Wijk Oud-Strijp,Stadsdeel Strijp,1521.0,0.2187646694985448,6952.676606722903,6952.676606722903,0,0.0,12,4,0,8,1401.8333887383044,0.0,7.889546351084813,6407.951484815189
711,Schrijversbuurt,Wijk Rozenknopje,Stadsdeel Gestel,3519.0,0.5974306174059753,5890.223730546965,5890.223730546965,0,0.0,11,4,0,7,3736.32715850939,0.0,3.1258880363739703,6253.993433969627
238,Schuttersbosch,Wijk Putten,Stadsdeel Stratum,711.0,0.3843504961226083,1849.874026891304,1849.874026891304,0,0.0,3,1,0,2,1564.5484362752338,0.0,4.219409282700422,4070.6294178325734
233,Sintenbuurt,Wijk Putten,Stadsdeel Stratum,1969.0,0.2630877778735039,7484.194119221764,7484.194119221764,0,0.0,3,0,0,3,1762.8365578430587,0.0,1.5236160487557135,6700.564245484083
226,Sportpark Aalsterweg,Wijk Kortonjo,Stadsdeel Stratum,32.0,0.5656549562212234,56.57158953184358,56.57158953184358,0,0.0,4,1,0,3,2464.1001563516875,0.0,125.0,4356.189456577476
616,Strijp S,Wijk Oud-Strijp,Stadsdeel Strijp,3108.0,0.2983112000433677,10418.650052522891,10418.650052522891,0,0.0,19,1,0,18,2806.6498829491175,0.0,6.113256113256113,9408.462982754567
335,'t Hofke,Wijk Oud-Tongelre,Stadsdeel Tongelre,3759.0,1.5039868415236446,2499.356973224492,2499.356973224492,0,0.0,16,4,0,12,5822.896799747135,0.0,4.256451183825486,3871.6407876601706
514,'t Hool,Wijk Ontginning,Stadsdeel Woensel-Noord,2276.0,0.3386878860025074,6720.051392635727,6720.051392635727,0,0.0,7,2,0,5,4147.670069575879,0.0,3.0755711775043935,12246.289994396708
532,Tempel,Wijk Aanschot,Stadsdeel Woensel-Noord,5151.0,1.1902703856945585,4327.588136198346,4327.588136198346,0,0.0,19,3,0,16,7942.406948045953,0.0,3.6886041545331008,6672.775399189085
234,Tivoli,Wijk Putten,Stadsdeel Stratum,1545.0,0.1813875617203346,8517.673347316384,8517.673347316384,0,0.0,2,0,0,2,984.4105271979488,0.0,1.2944983818770226,5427.1115277227445
328,Tongelresche Akkers,Wijk Doornakkers,Stadsdeel Tongelre,2365.0,0.482255177430263,4904.042736465993,4904.042736465993,0,0.0,2,1,0,1,2943.4916051584746,0.0,0.8456659619450316,6103.5977277488555
214,Tuindorp,Wijk Oud-Stratum,Stadsdeel Stratum,2876.0,0.4512763594494186,6373.03492589081,6373.03492589081,0,0.0,11,1,0,10,2076.917260255448,0.0,3.824756606397775,4602.317885185475
115,TU-terrein,Wijk Centrum,Stadsdeel Centrum,2230.0,1.240214265598323,1798.0763984553664,1798.0763984553664,0,0.0,34,15,0,19,17812.439986978472,0.0,15.246636771300448,14362.389210533007
334,Urkhoven,Wijk Oud-Tongelre,Stadsdeel Tongelre,195.0,1.750606178311655,111.38998731745862,111.38998731745862,0,0.0,1,0,0,1,3765.829029804176,0.0,5.128205128205129,2151.1571685620756
543,Vaartbroek,Wijk Dommelbeemd,Stadsdeel Woensel-Noord,5397.0,1.0118791617656897,5333.640817923798,5333.640817923798,0,0.0,14,3,0,11,12597.654221602279,0.0,2.594033722438392,12449.761490907535
311,Villapark,Wijk De Laak,Stadsdeel Tongelre,2477.0,0.5592207434413774,4429.377896028747,4429.377896028747,0,0.0,27,6,0,21,3962.820451016709,0.0,10.900282599919258,7086.325923158692
516,Vlokhoven,Wijk Ontginning,Stadsdeel Woensel-Noord,3641.0,0.5410382505829832,6729.653580087406,6729.653580087406,0,0.0,13,5,0,8,5113.5183665702625,0.0,3.5704476792090083,9451.30655930576
426,Vredeoord,Wijk Erp,Stadsdeel Woensel-Zuid,452.0,1.343779039720118,336.3648238583499,336.3648238583499,0,0.0,12,2,0,10,2684.5565712629746,0.0,26.548672566371682,1997.7663677669161
635,Waterrijk,Wijk Meerhoven,Stadsdeel Strijp,2532.0,0.6065460084380175,4174.456619573555,4174.456619573555,0,0.0,12,2,0,10,4578.1841282044525,0.0,4.739336492890995,7547.958546449315
626,Wielewaal,Wijk Halve Maan,Stadsdeel Strijp,108.0,2.3234539277081754,46.482522727072016,46.482522727072016,0,0.0,4,3,0,1,4043.5422421567246,0.0,37.03703703703704,1740.315223786349
515,Winkelcentrum,Wijk Ontginning,Stadsdeel Woensel-Noord,680.0,0.1774171353203557,3832.7752207933504,3832.7752207933504,1,200.0,8,2,0,6,2168.243220538876,294.11764705882354,11.76470588235294,12221.160129903787
113,Witte Dame,Wijk Centrum,Stadsdeel Centrum,2251.0,0.1837811982928709,12248.260545199191,12248.260545199191,0,0.0,25,8,0,17,3334.9424839412272,0.0,11.106175033318525,18146.26585809237
531,Woenselse Heide,Wijk Aanschot,Stadsdeel Woensel-Noord,5255.0,0.8113301015986666,6477.018404278859,6477.018404278859,0,0.0,11,0,0,11,3872.8805440242268,0.0,2.0932445290199806,4773.495444570587
414,Woenselse Watermolen,Wijk Oud-Woensel,Stadsdeel Woensel-Zuid,1653.0,0.2445659496506282,6758.913096289051,6758.913096289051,0,0.0,7,0,1,6,3532.0849808312455,0.0,4.2347247428917125,14442.259790772034
421,Woensel-West,Wijk Erp,Stadsdeel Woensel-Zuid,5895.0,0.6983259880337397,8441.61623799569,8441.61623799569,0,0.0,32,6,0,26,6644.020578369744,0.0,5.4283290924512295,9514.210687013323
634,Zandrijk,Wijk Meerhoven,Stadsdeel Strijp,2808.0,0.3833437803228082,7325.01776247791,7325.01776247791,0,0.0,7,1,0,6,3072.784948482773,0.0,2.492877492877493,8015.742282019616
625,Zwaanstraat,Wijk Halve Maan,Stadsdeel Strijp,1351.0,0.5249013090995185,2573.817166350137,2573.817166350137,0,0.0,20,3,0,17,3495.6089479026796,0.0,14.803849000740191,6659.55463875578
